0.000000, 0.000000, 0.000000, 0.000000, 0.090000, 0.000000, 0.123796, 0.000000, 0.000000, 0.049505, 0.344828, 0.000000, 0.162162, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.145067, 0.000000, 0.081008, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000983, 0.000601, 0.001515, 1
 0.000000, 0.000000, 0.000000, 0.000000, 0.094000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.100267, 0.000000, 0.254725, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.013178, 0.000000, 0.000000, 0.003315, 0.003004, 0.006692, 1
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.074754, 0.000000, 0.022446, 0.000000, 0.000000, 0.002572, 0.000801, 0.001389, 1
 0.101322, 0.032213, 0.050980, 0.000000, 0.000000, 0.056122, 0.008253, 0.029703, 0.000000, 0.061606, 0.149425, 0.075491, 0.142342, 0.000000, 0.058957, 0.013000, 0.000000, 0.028603, 0.187200, 0.000000, 0.059406, 0.000000, 0.034862, 0.020800, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.008210, 0.008614, 0.000000, 0.008560, 0.038314, 0.004236, 0.002621, 0.003905, 0.056629, 1
 0.160793, 0.025210, 0.143137, 0.000000, 0.000000, 0.124150, 0.100413, 0.099010, 0.068441, 0.019802, 0.000000, 0.037229, 0.000000, 0.000000, 0.000000, 0.055000, 0.050420, 0.039604, 0.117333, 0.121012, 0.198020, 0.000000, 0.335780, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.011382, 0.000000, 0.015395, 0.055472, 0.000000, 0.002051, 0.002903, 0.011048, 1
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.143054, 0.000000, 0.000000, 0.000000, 0.000000, 0.107549, 0.000000, 0.000000, 0.000000, 0.000000, 0.145658, 0.000000, 0.195200, 0.000000, 0.188119, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.013911, 0.025226, 0.000000, 0.018936, 0.010162, 0.003076, 0.002104, 0.005807, 0.009154, 1
 0.000000, 0.041317, 0.000000, 0.000000, 0.000000, 0.000000, 0.081155, 0.000000, 0.000000, 0.032453, 0.000000, 0.061013, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.129813, 0.094400, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.026354, 0.000000, 0.000000, 0.000000, 0.000000, 0.006887, 0.006508, 0.015657, 1
 0.000000, 0.000000, 0.090196, 0.000000, 0.139000, 0.000000, 0.127923, 0.083708, 0.000000, 0.000000, 0.176245, 0.096174, 0.000000, 0.000000, 0.000000, 0.069500, 0.000000, 0.050605, 0.049600, 0.000000, 0.041404, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.055222, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.015735, 0.000000, 0.000000, 0.000000, 0.000000, 0.003480, 0.000401, 0.000701, 0.004672, 1
 0.000000, 0.000000, 0.045098, 0.000000, 0.000000, 0.000000, 0.031637, 0.000000, 0.000000, 0.052255, 0.000000, 0.048604, 0.000000, 0.023000, 0.000000, 0.011500, 0.133053, 0.000000, 0.126933, 0.000000, 0.171017, 0.000000, 0.000000, 0.037600, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.029909, 0.033382, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.012613, 0.000000, 0.006066, 0.000000, 0.001210, 0.003666, 0.027934, 0.032702, 1
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.102041, 0.000000, 0.000000, 0.000000, 0.066557, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.030000, 0.000000, 0.000000, 0.064533, 0.000000, 0.000000, 0.000000, 0.110092, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.047206, 0.053117, 0.101446, 0.009545, 0.000000, 0.000000, 0.003538, 0.001602, 0.011995, 1
